net,length_um
u_i2c.rx_data\[7\],8.56µm
u_npu.u_npu_csr.w_mask_lat\[24\],8.56µm
u_qspi.rx_fifo\[10\]\[18\],8.56µm
u_qspi.rx_fifo\[12\]\[21\],8.56µm
u_qspi.rx_fifo\[13\]\[31\],8.56µm
u_qspi.rx_fifo\[14\]\[21\],8.56µm
u_qspi.rx_fifo\[14\]\[7\],8.56µm
u_qspi.rx_fifo\[1\]\[24\],8.56µm
u_qspi.rx_fifo\[20\]\[20\],8.56µm
u_qspi.rx_fifo\[20\]\[28\],8.56µm
u_qspi.rx_fifo\[21\]\[22\],8.56µm
u_qspi.rx_fifo\[21\]\[9\],8.56µm
u_qspi.rx_fifo\[22\]\[25\],8.56µm
u_qspi.rx_fifo\[25\]\[12\],8.56µm
u_qspi.rx_fifo\[25\]\[23\],8.56µm
u_qspi.rx_fifo\[29\]\[8\],8.56µm
u_qspi.rx_fifo\[42\]\[20\],8.56µm
u_qspi.rx_fifo\[43\]\[22\],8.56µm
u_qspi.rx_fifo\[47\]\[29\],8.56µm
u_qspi.rx_fifo\[48\]\[5\],8.56µm
u_qspi.rx_fifo\[50\]\[17\],8.56µm
u_qspi.rx_fifo\[50\]\[20\],8.56µm
u_qspi.rx_fifo\[50\]\[3\],8.56µm
u_qspi.rx_fifo\[52\]\[27\],8.56µm
u_qspi.rx_fifo\[53\]\[5\],8.56µm
u_qspi.rx_fifo\[58\]\[25\],8.56µm
u_qspi.rx_fifo\[59\]\[14\],8.56µm
u_qspi.rx_fifo\[60\]\[24\],8.56µm
u_qspi.rx_fifo\[62\]\[11\],8.56µm
u_qspi.rx_fifo\[8\]\[20\],8.56µm
u_qspi.tx_fifo\[12\]\[13\],8.56µm
u_qspi.tx_fifo\[12\]\[23\],8.56µm
u_qspi.tx_fifo\[14\]\[5\],8.56µm
u_qspi.tx_fifo\[19\]\[25\],8.56µm
u_qspi.tx_fifo\[20\]\[18\],8.56µm
u_qspi.tx_fifo\[22\]\[25\],8.56µm
u_qspi.tx_fifo\[25\]\[25\],8.56µm
u_qspi.tx_fifo\[29\]\[31\],8.56µm
u_qspi.tx_fifo\[30\]\[14\],8.56µm
u_qspi.tx_fifo\[32\]\[1\],8.56µm
u_qspi.tx_fifo\[32\]\[30\],8.56µm
u_qspi.tx_fifo\[33\]\[4\],8.56µm
u_qspi.tx_fifo\[34\]\[4\],8.56µm
u_qspi.tx_fifo\[35\]\[25\],8.56µm
u_qspi.tx_fifo\[37\]\[15\],8.56µm
u_qspi.tx_fifo\[38\]\[17\],8.56µm
u_qspi.tx_fifo\[42\]\[21\],8.56µm
u_qspi.tx_fifo\[42\]\[5\],8.56µm
u_qspi.tx_fifo\[44\]\[23\],8.56µm
u_qspi.tx_fifo\[44\]\[26\],8.56µm
u_qspi.tx_fifo\[46\]\[13\],8.56µm
u_qspi.tx_fifo\[46\]\[15\],8.56µm
u_qspi.tx_fifo\[48\]\[29\],8.56µm
u_qspi.tx_fifo\[48\]\[7\],8.56µm
u_qspi.tx_fifo\[50\]\[19\],8.56µm
u_qspi.tx_fifo\[54\]\[4\],8.56µm
u_qspi.tx_fifo\[58\]\[3\],8.56µm
u_qspi.tx_fifo\[5\]\[4\],8.56µm
u_qspi.tx_fifo\[60\]\[17\],8.56µm
u_qspi.tx_fifo\[9\]\[31\],8.56µm
u_uart2.u_rx_fifo.mem\[105\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[128\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[130\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[131\]\[3\],8.56µm
u_uart2.u_rx_fifo.mem\[149\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[150\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[154\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[154\]\[5\],8.56µm
u_uart2.u_rx_fifo.mem\[160\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[160\]\[5\],8.56µm
u_uart2.u_rx_fifo.mem\[165\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[166\]\[6\],8.56µm
u_uart2.u_rx_fifo.mem\[172\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[193\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[19\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[205\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[219\]\[4\],8.56µm
u_uart2.u_rx_fifo.mem\[225\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[22\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[234\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[243\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[34\]\[5\],8.56µm
u_uart2.u_rx_fifo.mem\[39\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[45\]\[0\],8.56µm
u_uart2.u_rx_fifo.mem\[46\]\[2\],8.56µm
u_uart2.u_rx_fifo.mem\[46\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[52\]\[4\],8.56µm
u_uart2.u_rx_fifo.mem\[54\]\[5\],8.56µm
u_uart2.u_rx_fifo.mem\[63\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[65\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[66\]\[7\],8.56µm
u_uart2.u_rx_fifo.mem\[91\]\[1\],8.56µm
u_uart2.u_rx_fifo.mem\[93\]\[6\],8.56µm
u_uart2.u_rx_fifo.mem\[9\]\[3\],8.56µm
u_uart2.u_tx.shift_r\[1\],8.56µm
net27,8.56µm
net7059,8.56µm
net7500,8.56µm
net8830,8.56µm
net11310,8.56µm
net11419,8.56µm
net11598,8.56µm
net12338,8.56µm
net12549,8.56µm
net12684,8.56µm
net13260,8.56µm
net13425,8.56µm
net14101,8.56µm
net14252,8.56µm
net14510,8.56µm
net15318,8.56µm
_030443_,8.555µm
_030850_,8.545µm
u_core.cs_registers_i.dscratch0_q\[24\],8.545µm
_000148_,8.54µm
_000196_,8.54µm
_000635_,8.54µm
_000719_,8.54µm
_000928_,8.54µm
_001007_,8.54µm
_010036_,8.54µm
_011241_,8.54µm
_011572_,8.54µm
_012568_,8.54µm
_023720_,8.54µm
_025739_,8.54µm
_026761_,8.54µm
_026794_,8.54µm
_028523_,8.54µm
_030503_,8.54µm
_031444_,8.54µm
_036597_,8.54µm
_038818_,8.54µm
_042293_,8.54µm
_043293_,8.54µm
_044075_,8.54µm
_050661_,8.54µm
_052718_,8.54µm
_052770_,8.54µm
_053135_,8.54µm
_053199_,8.54µm
_053463_,8.54µm
_053502_,8.54µm
_054745_,8.54µm
u_qspi.rx_fifo\[13\]\[14\],8.54µm
u_qspi.rx_fifo\[24\]\[0\],8.54µm
u_qspi.tx_fifo\[14\]\[10\],8.54µm
u_qspi.tx_fifo\[28\]\[20\],8.54µm
u_qspi.tx_fifo\[4\]\[22\],8.54µm
u_qspi.tx_fifo\[60\]\[5\],8.54µm
u_qspi.tx_fifo\[8\]\[11\],8.54µm
u_uart1.reg_stp_r\[25\],8.54µm
u_uart1.reg_stp_r\[6\],8.54µm
u_uart2.u_rx_fifo.mem\[118\]\[0\],8.54µm
u_uart2.u_rx_fifo.mem\[174\]\[2\],8.54µm
u_uart2.u_rx_fifo.mem\[182\]\[4\],8.54µm
u_uart2.u_rx_fifo.mem\[1\]\[6\],8.54µm
u_uart2.u_rx_fifo.mem\[214\]\[1\],8.54µm
u_uart2.u_rx_fifo.mem\[246\]\[0\],8.54µm
u_uart2.u_rx_fifo.mem\[26\]\[6\],8.54µm
net7092,8.54µm
net8135,8.54µm
net9320,8.54µm
net12180,8.54µm
_006655_,8.535µm
_051322_,8.53µm
_001341_,8.525µm
_001684_,8.525µm
_001844_,8.525µm
_003319_,8.525µm
_003492_,8.525µm
_003732_,8.525µm
_004243_,8.525µm
_004994_,8.525µm
_005002_,8.525µm
_006614_,8.525µm
_006698_,8.525µm
_006853_,8.525µm
_020948_,8.525µm
_055294_,8.525µm
_000372_,8.52µm
_000509_,8.52µm
_000577_,8.52µm
_000855_,8.52µm
_001084_,8.52µm
_001194_,8.52µm
_007999_,8.52µm
_008117_,8.52µm
_008142_,8.52µm
_008376_,8.52µm
_008824_,8.52µm
_008962_,8.52µm
_009045_,8.52µm
_009054_,8.52µm
_009080_,8.52µm
_009092_,8.52µm
_009872_,8.52µm
_010734_,8.52µm
_010737_,8.52µm
_011581_,8.52µm
_011709_,8.52µm
_014189_,8.52µm
_015974_,8.52µm
_016688_,8.52µm
_016846_,8.52µm
_017256_,8.52µm
_017281_,8.52µm
_018591_,8.52µm
_018717_,8.52µm
_018772_,8.52µm
_021516_,8.52µm
_021730_,8.52µm
_023015_,8.52µm
_023477_,8.52µm
_023710_,8.52µm
_023976_,8.52µm
_024473_,8.52µm
_025199_,8.52µm
_025806_,8.52µm
_025947_,8.52µm
_026681_,8.52µm
_029428_,8.52µm
_029565_,8.52µm
_029608_,8.52µm
_029809_,8.52µm
_029980_,8.52µm
_031814_,8.52µm
_032078_,8.52µm
_032098_,8.52µm
_034357_,8.52µm
_034909_,8.52µm
_034939_,8.52µm
_035185_,8.52µm
_035931_,8.52µm
_035943_,8.52µm
_036342_,8.52µm
_036787_,8.52µm
_038635_,8.52µm
_039383_,8.52µm
_039439_,8.52µm
_039465_,8.52µm
_040611_,8.52µm
_041249_,8.52µm
_042222_,8.52µm
_043128_,8.52µm
_043646_,8.52µm
_043708_,8.52µm
_045010_,8.52µm
_046428_,8.52µm
_046780_,8.52µm
_047188_,8.52µm
_047687_,8.52µm
_047733_,8.52µm
_047796_,8.52µm
_048234_,8.52µm
_049502_,8.52µm
_050015_,8.52µm
_052419_,8.52µm
_052505_,8.52µm
_052534_,8.52µm
_052568_,8.52µm
_053376_,8.52µm
_054254_,8.52µm
_054892_,8.52µm
_056128_,8.52µm
_056436_,8.52µm
u_core.if_stage_i.prefetch_buffer_i.instruction_obi_i.gen_no_trans_stable.obi_addr_q\[8\],8.52µm
u_npu.ram_wdata_a\[1\],8.52µm
u_npu.ram_wdata_a\[9\],8.52µm
u_qspi.rx_fifo\[32\]\[13\],8.52µm
u_qspi.rx_fifo\[34\]\[8\],8.52µm
u_qspi.rx_fifo\[38\]\[24\],8.52µm
u_qspi.rx_fifo\[60\]\[3\],8.52µm
u_qspi.rx_fifo\[63\]\[3\],8.52µm
u_qspi.tx_fifo\[30\]\[0\],8.52µm
u_qspi.tx_fifo\[37\]\[17\],8.52µm
u_qspi.tx_fifo\[50\]\[4\],8.52µm
u_qspi.tx_fifo\[57\]\[4\],8.52µm
u_qspi.tx_fifo\[59\]\[31\],8.52µm
u_qspi.tx_fifo\[61\]\[2\],8.52µm
u_qspi.tx_fifo\[8\]\[25\],8.52µm
u_uart2.u_rx_fifo.mem\[114\]\[4\],8.52µm
u_uart2.u_rx_fifo.mem\[121\]\[0\],8.52µm
u_uart2.u_rx_fifo.mem\[174\]\[4\],8.52µm
u_uart2.u_rx_fifo.mem\[183\]\[3\],8.52µm
u_uart2.u_rx_fifo.mem\[203\]\[2\],8.52µm
u_uart2.u_rx_fifo.mem\[218\]\[3\],8.52µm
u_uart2.u_rx_fifo.mem\[44\]\[4\],8.52µm
u_uart2.u_rx_fifo.mem\[65\]\[0\],8.52µm
u_uart2.u_rx_fifo.mem\[74\]\[2\],8.52µm
u_uart2.u_rx_fifo.mem\[78\]\[1\],8.52µm
u_uart2.u_rx_fifo.mem\[94\]\[0\],8.52µm
net6596,8.52µm
net10250,8.52µm
net10398,8.52µm
net11064,8.52µm
net12108,8.52µm
net13067,8.52µm
net15403,8.52µm
net15732,8.52µm
_002793_,8.515µm
_021381_,8.515µm
_028068_,8.515µm
_028257_,8.515µm
_034512_,8.515µm
_055372_,8.515µm
net15962,8.515µm
_043323_,8.51µm
_047798_,8.51µm
_001000_,8.5µm
_013072_,8.5µm
_013975_,8.5µm
_014210_,8.5µm
_015066_,8.5µm
_015656_,8.5µm
_016234_,8.5µm
_017745_,8.5µm
_020649_,8.5µm
_020762_,8.5µm
_023114_,8.5µm
_025154_,8.5µm
_029985_,8.5µm
_031155_,8.5µm
_033178_,8.5µm
_033614_,8.5µm
_034018_,8.5µm
_034042_,8.5µm
_038561_,8.5µm
_040521_,8.5µm
_043236_,8.5µm
_044245_,8.5µm
_045137_,8.5µm
_053470_,8.5µm
_053711_,8.5µm
_055457_,8.5µm
_055999_,8.5µm
_056187_,8.5µm
_056468_,8.5µm
_056524_,8.5µm
_004122_,8.495µm
_004285_,8.495µm
_006874_,8.495µm
_007029_,8.495µm
_027649_,8.495µm
_020833_,8.49µm
_036308_,8.49µm
_001865_,8.485µm
_002391_,8.485µm
_002858_,8.485µm
_003116_,8.485µm
_003347_,8.485µm
_003468_,8.485µm
_003487_,8.485µm
_005533_,8.485µm
_007120_,8.485µm
_007181_,8.485µm
_007301_,8.485µm
_000378_,8.48µm
_010238_,8.48µm
_012095_,8.48µm
_012443_,8.48µm
_013306_,8.48µm
_013309_,8.48µm
_013616_,8.48µm
_013767_,8.48µm
_014936_,8.48µm
_016301_,8.48µm
_016676_,8.48µm
_018015_,8.48µm
_020409_,8.48µm
_021213_,8.48µm
_021676_,8.48µm
_021793_,8.48µm
_021825_,8.48µm
_021926_,8.48µm
_022044_,8.48µm
_023852_,8.48µm
_024958_,8.48µm
_025040_,8.48µm
_026550_,8.48µm
_027673_,8.48µm
_033755_,8.48µm
_034890_,8.48µm
_035003_,8.48µm
_035011_,8.48µm
_035286_,8.48µm
_035288_,8.48µm
_035300_,8.48µm
_037118_,8.48µm
_037185_,8.48µm
_037632_,8.48µm
_038983_,8.48µm
_039576_,8.48µm
_040339_,8.48µm
_044038_,8.48µm
_044161_,8.48µm
_045255_,8.48µm
_045256_,8.48µm
_047863_,8.48µm
_048922_,8.48µm
_049880_,8.48µm
_050748_,8.48µm
_051089_,8.48µm
_053268_,8.48µm
_053875_,8.48µm
_056041_,8.48µm
_056735_,8.48µm
jtag_m_wdata\[6\],8.48µm
u_qspi.rx_fifo\[23\]\[19\],8.48µm
u_qspi.rx_fifo\[25\]\[16\],8.48µm
u_qspi.rx_fifo\[31\]\[7\],8.48µm
u_qspi.rx_fifo\[46\]\[8\],8.48µm
u_qspi.rx_fifo\[57\]\[14\],8.48µm
u_qspi.tx_fifo\[0\]\[5\],8.48µm
u_qspi.tx_fifo\[19\]\[22\],8.48µm
u_qspi.tx_fifo\[33\]\[0\],8.48µm
u_qspi.tx_fifo\[45\]\[4\],8.48µm
u_uart2.u_rx_fifo.mem\[243\]\[6\],8.48µm
u_uart2.u_rx_fifo.mem\[84\]\[6\],8.48µm
u_uart2.u_rx_fifo.mem\[9\]\[0\],8.48µm
net8576,8.48µm
net9324,8.48µm
net11851,8.48µm
net11924,8.48µm
net11989,8.48µm
net12497,8.48µm
net13677,8.48µm
net13766,8.48µm
net14185,8.48µm
net14315,8.48µm
net14452,8.48µm
net14819,8.48µm
net15308,8.48µm
_002656_,8.475µm
_043791_,8.475µm
qspi_io_i[1],8.47µm
_005848_,8.465µm
_037390_,8.465µm
_007532_,8.46µm
_008631_,8.46µm
_009017_,8.46µm
_010460_,8.46µm
_010561_,8.46µm
_011139_,8.46µm
_011357_,8.46µm
_012299_,8.46µm
_017600_,8.46µm
_023999_,8.46µm
_026308_,8.46µm
_026449_,8.46µm
_027351_,8.46µm
_035745_,8.46µm
_036680_,8.46µm
_036922_,8.46µm
_038751_,8.46µm
_038957_,8.46µm
_039368_,8.46µm
_039920_,8.46µm
_040401_,8.46µm
_040933_,8.46µm
_041514_,8.46µm
_041921_,8.46µm
_041962_,8.46µm
_042468_,8.46µm
_043260_,8.46µm
_043411_,8.46µm
_044288_,8.46µm
_044334_,8.46µm
_045745_,8.46µm
_045857_,8.46µm
_048364_,8.46µm
_048793_,8.46µm
_049108_,8.46µm
_050345_,8.46µm
_052140_,8.46µm
u_core.cs_registers_i.mscratch_q\[20\],8.46µm
u_qspi.rx_fifo\[35\]\[27\],8.46µm
u_qspi.tx_fifo\[6\]\[17\],8.46µm
u_qspi.tx_fifo\[6\]\[2\],8.46µm
u_qspi.tx_fifo\[9\]\[25\],8.46µm
u_uart2.u_rx_fifo.mem\[112\]\[7\],8.46µm
u_uart2.u_rx_fifo.mem\[21\]\[3\],8.46µm
u_uart2.u_rx_fifo.mem\[94\]\[4\],8.46µm
net14309,8.46µm
_054920_,8.45µm
_001512_,8.445µm
_001680_,8.445µm
_001816_,8.445µm
_002463_,8.445µm
_002865_,8.445µm
_002878_,8.445µm
_003497_,8.445µm
_003606_,8.445µm
_004048_,8.445µm
_004133_,8.445µm
_004238_,8.445µm
_004349_,8.445µm
_004744_,8.445µm
_005145_,8.445µm
_005361_,8.445µm
_005465_,8.445µm
_005685_,8.445µm
_006119_,8.445µm
_006145_,8.445µm
_006542_,8.445µm
_006561_,8.445µm
_006934_,8.445µm
_006953_,8.445µm
_007167_,8.445µm
_007296_,8.445µm
_007395_,8.445µm
_007454_,8.445µm
_018723_,8.445µm
_049021_,8.445µm
_009078_,8.44µm
_009122_,8.44µm
_009203_,8.44µm
_009563_,8.44µm
_009888_,8.44µm
_010961_,8.44µm
_012182_,8.44µm
_013530_,8.44µm
_014220_,8.44µm
_017249_,8.44µm
_017805_,8.44µm
_017974_,8.44µm
_018221_,8.44µm
_020517_,8.44µm
_021017_,8.44µm
_021140_,8.44µm
_022276_,8.44µm
_023141_,8.44µm
_023309_,8.44µm
_023334_,8.44µm
_023525_,8.44µm
_023857_,8.44µm
_023943_,8.44µm
_023961_,8.44µm
_024325_,8.44µm
_025405_,8.44µm
_025572_,8.44µm
_025728_,8.44µm
_026169_,8.44µm
_026300_,8.44µm
_026509_,8.44µm
_027488_,8.44µm
_027582_,8.44µm
_028786_,8.44µm
_029142_,8.44µm
_029519_,8.44µm
_029714_,8.44µm
_029777_,8.44µm
_030051_,8.44µm
_030186_,8.44µm
_031259_,8.44µm
_031409_,8.44µm
_031884_,8.44µm
_031968_,8.44µm
_034056_,8.44µm
_035152_,8.44µm
_035984_,8.44µm
_036038_,8.44µm
_036073_,8.44µm
_036201_,8.44µm
_036275_,8.44µm
_036443_,8.44µm
_036599_,8.44µm
_036647_,8.44µm
_036860_,8.44µm
_037841_,8.44µm
_038383_,8.44µm
_038578_,8.44µm
_038617_,8.44µm
_038974_,8.44µm
_039111_,8.44µm
_039359_,8.44µm
_040336_,8.44µm
_040389_,8.44µm
_040496_,8.44µm
_041198_,8.44µm
_041633_,8.44µm
_041772_,8.44µm
_042153_,8.44µm
_042212_,8.44µm
_042240_,8.44µm
_042287_,8.44µm
_042323_,8.44µm
_042702_,8.44µm
_043331_,8.44µm
_043926_,8.44µm
_044308_,8.44µm
_044812_,8.44µm
_045989_,8.44µm
_046169_,8.44µm
_047101_,8.44µm
_047329_,8.44µm
_047514_,8.44µm
_047567_,8.44µm
_048671_,8.44µm
_048834_,8.44µm
_049049_,8.44µm
_049144_,8.44µm
_050490_,8.44µm
_050657_,8.44µm
_050676_,8.44µm
_051021_,8.44µm
_051752_,8.44µm
_051777_,8.44µm
_052115_,8.44µm
_052182_,8.44µm
_053351_,8.44µm
_054424_,8.44µm
_054653_,8.44µm
_054846_,8.44µm
_055221_,8.44µm
_055445_,8.44µm
u_core.cs_registers_i.depc_o\[0\],8.44µm
u_core.cs_registers_i.dscratch1_q\[11\],8.44µm
u_core.cs_registers_i.dscratch1_q\[1\],8.44µm
u_core.cs_registers_i.dscratch1_q\[7\],8.44µm
u_core.if_stage_i.prefetch_buffer_i.fifo_i.mem_q\[10\],8.44µm
u_gpio.gpio_in_q3\[14\],8.44µm
u_npu.u_npu_engine.rq_scaled\[18\],8.44µm
u_qspi.rx_fifo\[14\]\[5\],8.44µm
u_qspi.tx_fifo\[10\]\[30\],8.44µm
u_qspi.tx_fifo\[15\]\[27\],8.44µm
u_qspi.tx_fifo\[16\]\[24\],8.44µm
u_qspi.tx_fifo\[39\]\[29\],8.44µm
u_qspi.tx_fifo\[41\]\[14\],8.44µm
u_qspi.tx_fifo\[41\]\[6\],8.44µm
u_qspi.tx_fifo\[9\]\[2\],8.44µm
u_uart2.reg_irq_en_r\[29\],8.44µm
u_uart2.reg_stp_r\[15\],8.44µm
u_uart2.u_rx_fifo.mem\[102\]\[1\],8.44µm
u_uart2.u_rx_fifo.mem\[119\]\[7\],8.44µm
u_uart2.u_rx_fifo.mem\[132\]\[2\],8.44µm
u_uart2.u_rx_fifo.mem\[149\]\[3\],8.44µm
u_uart2.u_rx_fifo.mem\[163\]\[7\],8.44µm
u_uart2.u_rx_fifo.mem\[171\]\[2\],8.44µm
u_uart2.u_rx_fifo.mem\[171\]\[5\],8.44µm
u_uart2.u_rx_fifo.mem\[174\]\[1\],8.44µm
u_uart2.u_rx_fifo.mem\[179\]\[4\],8.44µm
u_uart2.u_rx_fifo.mem\[179\]\[7\],8.44µm
u_uart2.u_rx_fifo.mem\[187\]\[2\],8.44µm
u_uart2.u_rx_fifo.mem\[199\]\[4\],8.44µm
u_uart2.u_rx_fifo.mem\[215\]\[7\],8.44µm
u_uart2.u_rx_fifo.mem\[216\]\[3\],8.44µm
u_uart2.u_rx_fifo.mem\[223\]\[5\],8.44µm
u_uart2.u_rx_fifo.mem\[232\]\[1\],8.44µm
u_uart2.u_rx_fifo.mem\[243\]\[5\],8.44µm
u_uart2.u_rx_fifo.mem\[35\]\[2\],8.44µm
u_uart2.u_rx_fifo.mem\[67\]\[2\],8.44µm
u_uart2.u_rx_fifo.mem\[99\]\[3\],8.44µm
net6954,8.44µm
net6643,8.44µm
net7329,8.44µm
net7419,8.44µm
net7799,8.44µm
net7836,8.44µm
net7879,8.44µm
net7926,8.44µm
net7943,8.44µm
net8578,8.44µm
net8639,8.44µm
net8740,8.44µm
net8803,8.44µm
net8931,8.44µm
net9083,8.44µm
net9181,8.44µm
net9383,8.44µm
net9385,8.44µm
net9410,8.44µm
net9438,8.44µm
net9585,8.44µm
net9617,8.44µm
net9952,8.44µm
net9998,8.44µm
net10192,8.44µm
net10211,8.44µm
net10610,8.44µm
net10641,8.44µm
net11000,8.44µm
net11343,8.44µm
net11602,8.44µm
net11960,8.44µm
net12237,8.44µm
net12445,8.44µm
net12525,8.44µm
net13616,8.44µm
net13716,8.44µm
net13883,8.44µm
net14197,8.44µm
net14421,8.44µm
net14423,8.44µm
net14613,8.44µm
net15649,8.44µm
net16007,8.44µm
_013863_,8.435µm
_042286_,8.43µm
_028397_,8.425µm
_005789_,8.42µm
_009663_,8.42µm
_012878_,8.42µm
_013839_,8.42µm
_014434_,8.42µm
_015810_,8.42µm
_016828_,8.42µm
_024050_,8.42µm
_024236_,8.42µm
_026845_,8.42µm
_027440_,8.42µm
_029102_,8.42µm
_029117_,8.42µm
_029151_,8.42µm
_029816_,8.42µm
_032305_,8.42µm
_032482_,8.42µm
_032781_,8.42µm
_033130_,8.42µm
_034525_,8.42µm
_035218_,8.42µm
_043059_,8.42µm
_044407_,8.42µm
_045677_,8.42µm
_047297_,8.42µm
_048550_,8.42µm
_054971_,8.42µm
s2_arready,8.42µm
u_dma.reg_ctrl\[28\],8.42µm
u_i2c.reg_rdr\[25\],8.42µm
u_qspi.rx_fifo\[15\]\[21\],8.42µm
u_qspi.rx_fifo\[1\]\[25\],8.42µm
u_qspi.rx_fifo\[35\]\[23\],8.42µm
u_qspi.rx_fifo\[39\]\[11\],8.42µm
u_qspi.rx_fifo\[59\]\[26\],8.42µm
u_qspi.tx_fifo\[13\]\[26\],8.42µm
u_qspi.tx_fifo\[33\]\[12\],8.42µm
u_qspi.tx_fifo\[62\]\[6\],8.42µm
_012433_,8.41µm
_002649_,8.405µm
_000925_,8.4µm
_012513_,8.4µm
_012861_,8.4µm
_012905_,8.4µm
_014068_,8.4µm
_014331_,8.4µm
_014594_,8.4µm
_014839_,8.4µm
_015178_,8.4µm
_015675_,8.4µm
_015728_,8.4µm
_015735_,8.4µm
_016471_,8.4µm
_016843_,8.4µm
_018068_,8.4µm
_018386_,8.4µm
_018525_,8.4µm
_019376_,8.4µm
_020516_,8.4µm
_020653_,8.4µm
_020831_,8.4µm
_020885_,8.4µm
_021251_,8.4µm
_022372_,8.4µm
_022598_,8.4µm
_022899_,8.4µm
_023002_,8.4µm
_023044_,8.4µm
_023412_,8.4µm
_023492_,8.4µm
_023785_,8.4µm
_024787_,8.4µm
_025083_,8.4µm
_027125_,8.4µm
_027745_,8.4µm
_028739_,8.4µm
_028813_,8.4µm
_029241_,8.4µm
_029291_,8.4µm
_029331_,8.4µm
_029479_,8.4µm
_030107_,8.4µm
_030337_,8.4µm
_030866_,8.4µm
_031035_,8.4µm
_031362_,8.4µm
_032031_,8.4µm
_032133_,8.4µm
_032452_,8.4µm
_033027_,8.4µm
_033110_,8.4µm
_033114_,8.4µm
_033155_,8.4µm
_033223_,8.4µm
_033260_,8.4µm
_033278_,8.4µm
_033350_,8.4µm
_033395_,8.4µm
_033460_,8.4µm
_033470_,8.4µm
_033560_,8.4µm
_033681_,8.4µm
_034551_,8.4µm
_034647_,8.4µm
_034832_,8.4µm
_034892_,8.4µm
_034900_,8.4µm
_035075_,8.4µm
_035242_,8.4µm
_035430_,8.4µm
_036246_,8.4µm
_037209_,8.4µm
_037673_,8.4µm
_038677_,8.4µm
_039132_,8.4µm
_040093_,8.4µm
_041040_,8.4µm
_041886_,8.4µm
_042140_,8.4µm
_042173_,8.4µm
_042256_,8.4µm
_042776_,8.4µm
_043613_,8.4µm
_044053_,8.4µm
_044220_,8.4µm
_044389_,8.4µm
_044710_,8.4µm
_045075_,8.4µm
_046104_,8.4µm
_046156_,8.4µm
_046522_,8.4µm
_047592_,8.4µm
_047808_,8.4µm
_048160_,8.4µm
_050119_,8.4µm
_050197_,8.4µm
_050279_,8.4µm
_050800_,8.4µm
_051163_,8.4µm
_051313_,8.4µm
_051431_,8.4µm
_051967_,8.4µm
_052141_,8.4µm
_053131_,8.4µm
_054280_,8.4µm
_054418_,8.4µm
_054540_,8.4µm
_054771_,8.4µm
_054801_,8.4µm
_056557_,8.4µm
u_npu.u_npu_engine.probs\[50\],8.4µm
u_qspi.tx_fifo\[21\]\[18\],8.4µm
u_qspi.tx_fifo\[2\]\[10\],8.4µm
u_uart2.u_rx_fifo.mem\[177\]\[0\],8.4µm
u_uart2.u_rx_fifo.mem\[221\]\[0\],8.4µm
u_uart2.u_rx_fifo.mem\[64\]\[1\],8.4µm
net8396,8.4µm
net9650,8.4µm
net9823,8.4µm
net9990,8.4µm
net10326,8.4µm
net10852,8.4µm
net11639,8.4µm
net13748,8.4µm
net14093,8.4µm
net14681,8.4µm
net15661,8.4µm
_001577_,8.395µm
_002828_,8.395µm
_003051_,8.395µm
_003816_,8.395µm
_006366_,8.395µm
_006813_,8.395µm
_014487_,8.39µm
_025828_,8.39µm
_001391_,8.385µm
_002471_,8.38µm
_013334_,8.38µm
_022069_,8.38µm
_031504_,8.38µm
_041294_,8.38µm
_043638_,8.38µm
_044269_,8.38µm
_046849_,8.38µm
net8041,8.38µm
net8817,8.38µm
net12454,8.38µm
net12646,8.38µm
net15913,8.38µm
_046375_,8.37µm
_002022_,8.365µm
_002951_,8.365µm
_004432_,8.365µm
_009902_,8.365µm
_017406_,8.365µm
u_core.id_stage_i.register_file_i.mem\[694\],8.365µm
_008036_,8.36µm
_009032_,8.36µm
_010613_,8.36µm
_012454_,8.36µm
_012783_,8.36µm
_012853_,8.36µm
_012992_,8.36µm
_013870_,8.36µm
_015154_,8.36µm
_015389_,8.36µm
_016289_,8.36µm
_017461_,8.36µm
_021132_,8.36µm
_021896_,8.36µm
_022449_,8.36µm
_026408_,8.36µm
_027042_,8.36µm
_027747_,8.36µm
