net,length_um
_033942_,1.06987mm
iram_m0_rdata\[4\],1.069125mm
_034186_,1.06906mm
net2600,1.06886mm
_029411_,1.06856mm
net1125,1.06788mm
net3207,1.06788mm
net2128,1.0677mm
_033949_,1.06728mm
net634,1.06725mm
_030408_,1.06718mm
net2375,1.067155mm
_034008_,1.0668mm
net2159,1.06671mm
_034030_,1.06663mm
net2393,1.066375mm
net2152,1.06625mm
_072627_,1.06604mm
net3017,1.06562mm
_071273_,1.06508mm
_034246_,1.06468mm
_031928_,1.0643mm
net1947,1.06391mm
u_npu.done_sig,1.06308mm
_031327_,1.06267mm
_031912_,1.06265mm
rom_m0_rdata\[16\],1.06256mm
net3550,1.06176mm
net2166,1.06141mm
net1537,1.06116mm
_031916_,1.05982mm
net3018,1.05976mm
_033682_,1.05958mm
net2780,1.05838mm
net519,1.05806mm
net3231,1.05778mm
u_npu.in_offset_addr\[3\],1.057665mm
net644,1.05751mm
net820,1.05732mm
instr_axil_araddr\[4\],1.05672mm
net861,1.05654mm
net8322,1.056255mm
u_npu.out_offset_addr\[2\],1.05576mm
_033690_,1.05514mm
net2765,1.05512mm
net816,1.05482mm
net856,1.0548mm
net1265,1.054785mm
_071330_,1.05467mm
_067555_,1.0542mm
_033957_,1.05351mm
net10006,1.05317mm
net885,1.05247mm
s12_rdata\[23\],1.051055mm
net654,1.05062mm
net1126,1.050265mm
_034023_,1.05012mm
instr_axil_araddr\[9\],1.04939mm
u_npu.out_offset_addr\[0\],1.04916mm
net1401,1.04909mm
_033964_,1.0489mm
net822,1.04784mm
net857,1.04692mm
_031901_,1.046695mm
_033675_,1.04628mm
net3432,1.04605mm
net2710,1.04604mm
_033754_,1.04578mm
net817,1.04574mm
net2004,1.0457mm
net8320,1.045655mm
net2231,1.04553mm
net918,1.04506mm
u_instruction_ram.aw_addr_reg\[4\],1.045mm
net1946,1.04494mm
net3808,1.04452mm
net2924,1.0441mm
_067553_,1.04402mm
_077735_,1.043725mm
net863,1.04332mm
u_npu.out_offset_addr\[1\],1.0427mm
net2370,1.04234mm
net2379,1.04209mm
net9058,1.04199mm
net3431,1.04182mm
_030403_,1.04083mm
_031898_,1.04074mm
net2269,1.040565mm
net3436,1.03968mm
_034249_,1.03885mm
net2628,1.03877mm
_034262_,1.03813mm
net8295,1.03766mm
net3015,1.03718mm
net1945,1.037mm
_034230_,1.036855mm
_030359_,1.03674mm
net3544,1.036665mm
net1264,1.0366mm
net2725,1.03657mm
net2062,1.03652mm
u_npu.axi_ram_addr_a\[1\],1.03651mm
net8294,1.03538mm
_031897_,1.03509mm
net660,1.03465mm
net637,1.03453mm
net1939,1.03446mm
net2779,1.0343mm
net826,1.03425mm
instr_axil_araddr\[10\],1.03411mm
_071258_,1.03386mm
_059875_,1.03356mm
net2696,1.03308mm
net8309,1.032645mm
u_npu.in_offset_addr\[2\],1.03177mm
net3585,1.03144mm
net2852,1.03125mm
_027564_,1.03117mm
_056241_,1.03035mm
u_npu.in_offset_addr\[4\],1.03032mm
net3134,1.02927mm
net2678,1.029085mm
net2387,1.02896mm
net1936,1.0284mm
_034205_,1.02832mm
_033979_,1.02816mm
_034038_,1.02784mm
_034047_,1.02774mm
_034236_,1.02718mm
u_npu.out_offset_addr\[4\],1.02712mm
net647,1.02702mm
net3547,1.0265mm
net2724,1.02648mm
net2223,1.0262mm
_033595_,1.02612mm
net497,1.02602mm
u_npu.out_offset_addr\[6\],1.02574mm
_028788_,1.02559mm
net3549,1.02468mm
net650,1.02451mm
_027563_,1.02309mm
net3520,1.02285mm
net2764,1.02281mm
net8318,1.021605mm
_071334_,1.02136mm
_033660_,1.02036mm
net2603,1.02031mm
net2758,1.020205mm
_034321_,1.01912mm
_027600_,1.01898mm
net2114,1.01845mm
net6426,1.01824mm
_034062_,1.0173mm
net803,1.01724mm
_034287_,1.01636mm
net2708,1.0156mm
_022062_,1.01557mm
_033667_,1.01538mm
net2404,1.015365mm
s12_rdata\[19\],1.01532mm
_034268_,1.01464mm
net1039,1.01414mm
net1221,1.01219mm
net2224,1.01175mm
net1530,1.01152mm
u_npu.u_npu_engine.rq_m\[15\],1.01147mm
net2122,1.01112mm
_031882_,1.01098mm
net2660,1.01055mm
net7656,1.00907mm
net1531,1.00902mm
net2743,1.00812mm
_088805_,1.008095mm
_034288_,1.00798mm
u_npu.out_offset_addr\[5\],1.00778mm
net2376,1.00759mm
_070041_,1.00688mm
net1418,1.00637mm
_012416_,1.0062mm
_027540_,1.00524mm
net563,1.00499mm
net3219,1.00493mm
net1241,1.0049mm
net10132,1.00482mm
_059926_,1.00468mm
data_axil_wdata\[30\],1.00306mm
net1404,1.00295mm
net2410,1.00237mm
_034053_,1.00233mm
net3542,1.002245mm
_071317_,1.00179mm
net2786,1.00172mm
net1242,1.00118mm
_072112_,1.00117mm
net2112,1.00115mm
_029086_,1.001mm
net640,1.0009mm
_022204_,1.00054mm
net2180,1.00048mm
_033987_,1.00024mm
_034231_,999.26µm
_036838_,998.55µm
_034408_,997.12µm
_034068_,996.5µm
net2368,996.4µm
net2332,996.19µm
net2156,995.98µm
net2125,995.57µm
net2676,995.445µm
net2331,995.12µm
_033028_,994.51µm
net3548,994.345µm
net6180,994.27µm
net2757,994.21µm
data_axil_wdata\[8\],994.05µm
net3292,993.88µm
net2843,993.66µm
u_npu.tcm_en_a,993.425µm
_034092_,993.2µm
net6151,993.14µm
_031852_,993µm
data_axil_wdata\[16\],992.73µm
_031871_,992.71µm
net2234,992.51µm
_012184_,992.34µm
net1256,991.3µm
net2194,991.14µm
_031886_,990.9µm
_034299_,990.85µm
_071265_,990.73µm
net1821,990.45µm
net2157,990.06µm
net7629,990.04µm
net2674,990.02µm
net1942,989.99µm
net2468,989.89µm
_071254_,989.78µm
net3439,989.69µm
net541,989.43µm
_082245_,989.32µm
s12_rdata\[25\],989.24µm
net7768,989.24µm
net2141,989.105µm
u_npu.u_npu_engine.state\[4\],988.61µm
u_npu.out_offset_addr\[7\],988.44µm
net2153,988.22µm
net2516,987.44µm
_059406_,986.94µm
net1248,986.605µm
net117,986.54µm
net1512,986.12µm
_029089_,985.28µm
s12_rdata\[21\],984.84µm
net1533,984.55µm
net813,983.96µm
_033721_,983.14µm
iram_s_wdata\[3\],982.84µm
net7151,981.75µm
net3341,981.68µm
net659,981.57µm
net1399,981.28µm
_034257_,980.98µm
net3495,980.66µm
net3152,980.38µm
net1526,980.36µm
net1228,979.58µm
_059690_,979.2µm
net556,978.76µm
_071230_,978.74µm
net1259,978.02µm
_026803_,977.875µm
_034517_,977.81µm
_034024_,977.64µm
net10959,977.45µm
net3493,977.41µm
net1432,977.005µm
net3177,976.91µm
net2768,976.77µm
net2685,976.72µm
net2611,976.45µm
net10077,976.3µm
net1109,975.74µm
_034009_,975.62µm
_033994_,975.44µm
net2279,975.26µm
net7937,974.96µm
net3434,974.91µm
net2619,974.84µm
net2267,974.8µm
net2608,974.19µm
iram_s_araddr\[7\],974.02µm
net2235,973.42µm
_034328_,972.86µm
clknet_7_12_0_clk_i_regs,972.695µm
net6157,972.58µm
_034404_,972.395µm
data_axil_wdata\[29\],972.26µm
_031829_,971.42µm
net2787,971.275µm
net657,971.12µm
_033617_,971.08µm
_059727_,970.79µm
_059368_,970.12µm
_031832_,969.8µm
data_axil_wdata\[25\],969.76µm
net2753,969.7µm
net1096,969.56µm
net3435,969.4µm
rom_m0_rdata\[8\],969.29µm
net2673,968.11µm
_034054_,968.04µm
_034090_,968µm
net8192,966.38µm
net2607,966.09µm
net2778,965.66µm
net2226,965.13µm
_034267_,964.935µm
_031856_,964.62µm
net2407,964.5µm
clknet_7_69_0_clk_i_regs,964.06µm
_059878_,964µm
net2212,962.9µm
net2213,962.84µm
net639,962.83µm
net3519,962.53µm
_034258_,962.405µm
net2165,962.01µm
net8781,961.79µm
u_npu.out_offset_addr\[8\],961.72µm
net2222,960.79µm
net7756,960.24µm
_034039_,959.44µm
_059081_,959.34µm
merged_m_araddr\[12\],959.1µm
net2855,958.995µm
_067913_,958.97µm
_033645_,958.37µm
_027545_,958.36µm
net1402,958.04µm
_034313_,957.79µm
net2519,957.75µm
_034083_,957.53µm
_034077_,957.28µm
net3597,956.555µm
_032632_,956.38µm
net1617,956.38µm
net2364,956.34µm
_059221_,956.295µm
net6143,956.2µm
net1510,955.84µm
data_axil_wdata\[19\],955.82µm
net802,955.74µm
net2228,955.7µm
_034242_,955.36µm
u_instruction_ram.aw_addr_reg\[3\],954.9µm
_034045_,954.75µm
_036620_,954.75µm
net2799,953.48µm
net3596,953.19µm
net2679,952.95µm
net2143,952.85µm
_033646_,952.68µm
net3530,951.76µm
net1397,951.55µm
data_axil_wdata\[20\],951.42µm
net2751,951.09µm
net1022,949.84µm
net3690,949.33µm
u_npu.in_offset_addr\[5\],949.065µm
_033630_,948.95µm
net2221,948.95µm
net3323,948.66µm
net2011,948.26µm
net1674,948.22µm
s8_rdata\[6\],948µm
net513,947.79µm
data_axil_wdata\[14\],947.76µm
net3377,947.42µm
net535,947.35µm
net2785,947.26µm
net2520,947.1µm
s12_rdata\[28\],946.98µm
_037374_,946.85µm
net2214,946.39µm
net8190,946.34µm
net649,945.65µm
net2238,945.645µm
net1047,945.44µm
net2667,945.125µm
net2063,944.965µm
data_axil_wdata\[15\],944.93µm
_026642_,944.55µm
net1671,944.2µm
rom_m0_rdata\[4\],944.17µm
_028378_,943.18µm
_033706_,942.74µm
_034142_,942.74µm
net2333,942.74µm
_022173_,942.57µm
net502,942.43µm
net568,942.31µm
u_instruction_ram.aw_addr_reg\[2\],941.7µm
net24325,940.59µm
_059232_,940.09µm
net2635,939.86µm
net858,939.65µm
net509,939.54µm
net1590,939.165µm
net2612,939.11µm
rom_m0_rdata\[5\],938.9µm
net546,938.9µm
net12508,937.98µm
net8189,937.87µm
net1430,937.46µm
u_npu.out_offset_addr\[12\],936.8µm
_030279_,936.795µm
_059245_,936.65µm
net818,936.57µm
u_npu.in_offset_addr\[6\],936.53µm
net2703,936.36µm
net565,935.87µm
net516,935.66µm
net2524,935.39µm
_031334_,935µm
net553,934.62µm
s12_rdata\[27\],933.78µm
net581,933.74µm
_034403_,933.57µm
net7922,933.56µm
net561,933.45µm
net1267,933.435µm
net520,932.89µm
_086746_,932.48µm
net2704,931.53µm
net559,931.34µm
net688,930.97µm
net1394,930.83µm
net7921,930.825µm
net1384,930.76µm
_072519_,930.64µm
net525,930.55µm
net550,930.5µm
net1226,929.52µm
net1765,929.43µm
net2345,929.4µm
net2722,929.22µm
net2139,929.045µm
net2705,929.02µm
_066053_,928.77µm
net2622,928.71µm
data_axil_wdata\[27\],928.68µm
net1219,928.39µm
net2592,928.18µm
_031328_,928.01µm
net2123,927.97µm
net2664,927.65µm
net2851,927.58µm
_071233_,927.53µm
_087547_,927.34µm
net7149,927.13µm
net2517,926.75µm
_034296_,926.63µm
_034970_,926.34µm
net3359,925.9µm
net2661,925.77µm
clknet_leaf_3_clk_i,925.45µm
net7923,925.36µm
net1388,924.47µm
net2604,924.29µm
_000091_,924.27µm
net7859,924.25µm
net558,924.14µm
net7152,923.62µm
net543,923.6µm
net530,923.09µm
net2616,922.61µm
net539,922.38µm
net8930,922.22µm
net796,921.67µm
net2767,921.17µm
data_axil_wdata\[23\],920.9µm
net7917,920.87µm
net511,920.73µm
net1528,920.54µm
net957,920.22µm
net549,919.71µm
net532,919.59µm
_033661_,919.38µm
net3497,919.12µm
net528,919.05µm
net6071,919.02µm
net2320,918.94µm
_028509_,918.83µm
net527,918.75µm
net3522,918.39µm
net1391,918.38µm
data_axil_wdata\[18\],918.2µm
net3243,917.95µm
_033604_,917.935µm
_031835_,917.7µm
_037078_,917.6µm
clknet_7_15_0_clk_i_regs,917.16µm
net522,917.07µm
net514,916.82µm
net531,916.71µm
_027081_,916.49µm
net3267,916.41µm
net2601,916.33µm
net8942,916.28µm
net2215,916.1µm
_070082_,916.08µm
net2133,916.08µm
net1223,915.81µm
net499,915.29µm
_060073_,914.26µm
net566,914.11µm
_045369_,913.52µm
net510,913.41µm
net533,913.37µm
net517,913.23µm
net536,913.23µm
net2115,913.225µm
u_npu.u_npu_axi_ctrl.rstate\[1\],912.8µm
net495,912.8µm
clknet_7_87_0_clk_i_regs,912.37µm
net656,912.17µm
_030442_,911.56µm
data_axil_wdata\[17\],911.5µm
_034505_,911.485µm
net521,911.19µm
net7860,910.975µm
net569,910.78µm
net3313,910.59µm
net1107,910.48µm
net2849,910.26µm
net965,910.12µm
net2327,909.38µm
net2773,909.205µm
net23412,909.16µm
_033637_,909.15µm
net6330,908.96µm
net564,908.89µm
_034157_,908.86µm
clknet_leaf_1_clk_i,908.76µm
s9_rdata\[2\],908.68µm
net3848,908.6µm
clknet_leaf_14_clk_i,908.46µm
net1090,908.4µm
net503,908.12µm
clknet_leaf_11_clk_i,907.84µm
net524,907.32µm
_022151_,907.29µm
_070191_,906.54µm
net506,905.93µm
net2113,905.65µm
net1092,905.56µm
net646,904.81µm
net7887,904.72µm
u_npu.u_npu_engine.d_out\[0\],904.46µm
_022147_,904.4µm
net1367,904.4µm
net23191,903.34µm
s8_rdata\[7\],903.16µm
_059244_,902.88µm
net2507,902.86µm
_032256_,902.8µm
data_axil_wdata\[10\],902.74µm
net498,902.56µm
_022133_,902.52µm
net2775,902.345µm
_034075_,902.06µm
_022138_,901.94µm
net1363,901.89µm
net1422,901.84µm
net2462,901.78µm
net1217,901.72µm
net501,901.64µm
net24282,901.58µm
net1768,901.04µm
_026616_,900.86µm
net1083,900.82µm
_034169_,900.72µm
net1084,900.72µm
u_npu.class_sig\[0\],900.54µm
net544,900.35µm
net1359,900.14µm
net1979,899.99µm
net964,899.98µm
net1365,899.84µm
net551,899.81µm
net959,899.8µm
net1089,899.66µm
net2707,899.53µm
net2169,899.34µm
net1773,899.27µm
net538,899.14µm
net1364,899.08µm
net1358,898.74µm
net958,898.72µm
net963,898.72µm
net1769,898.67µm
u_npu.in_offset_addr\[8\],898.605µm
_028487_,898.11µm
net1088,897.94µm
i2c_irq,897.84µm
net7919,897.49µm
net967,897.39µm
net1774,897.24µm
net3255,896.87µm
net756,896.72µm
u_npu.u_npu_engine.rq_x\[7\],896.6µm
u_uart2.u_rx_fifo.rd_ptr_r\[0\],896.55µm
net571,896.52µm
u_core.alu_operand_a_ex\[12\],896.4µm
net2485,896.28µm
net801,895.93µm
net7871,895.93µm
net2495,895.8µm
_030370_,894.8µm
u_npu.in_offset_addr\[7\],894.695µm
u_npu.u_npu_engine.d_out\[1\],894.38µm
_032241_,894.28µm
net2458,894.06µm
clknet_7_127_0_clk_i_regs,893.84µm
net7855,893.6µm
net1775,893.48µm
net2671,893.37µm
net2602,892.86µm
_045358_,892.84µm
_034058_,892.68µm
net2521,892.6µm
net547,892.47µm
net798,891.92µm
u_npu.u_npu_engine.rq_m\[16\],891.86µm
net2723,891.53µm
net1087,891.52µm
s4_bresp\[1\],890.91µm
net1263,890.81µm
net526,890.545µm
s5_rdata\[15\],890.48µm
net2326,890.4µm
net2487,890.14µm
net2300,890.055µm
_059093_,889.92µm
net542,889.81µm
_034455_,889.655µm
net2329,889.51µm
net3529,889.26µm
_067657_,889.16µm
net3541,888.71µm
net2497,888.26µm
net3632,888.24µm
net2428,888µm
_026603_,887.94µm
net515,887.28µm
net554,887.19µm
net2440,887.14µm
net2522,887.14µm
_036810_,887.04µm
net3659,886.96µm
net106,886.94µm
net2425,886.08µm
clknet_7_120_0_clk_i_regs,885.89µm
_034079_,885.84µm
net962,885.57µm
net2318,885.15µm
net11335,884.77µm
net557,884.76µm
net7876,884.44µm
net2444,884.25µm
_022150_,884.09µm
net2424,884µm
_033598_,883.96µm
_059243_,883.57µm
net917,883.36µm
_079497_,883.14µm
_032031_,883.1µm
iram_s_araddr\[6\],883.05µm
net2718,882.92µm
net794,882.76µm
net1789,882.6µm
net2137,882.595µm
net795,882.46µm
net2777,882.29µm
_059887_,882.1µm
net233,881.85µm
net537,881.66µm
net2489,881.44µm
net2426,881.18µm
net960,881.16µm
net7916,881.04µm
net6287,880.67µm
net1786,880.64µm
net1415,880.18µm
_059374_,879.95µm
_031315_,879.87µm
net2446,879.82µm
net1777,879.75µm
net7868,879.6µm
net7927,879.33µm
net3437,879.09µm
net7918,879.09µm
net2431,878.92µm
net1995,878.65µm
net2491,878.6µm
net1434,878.57µm
net2438,878.48µm
net636,878.37µm
net1224,877.81µm
_059346_,877.8µm
_032116_,877.78µm
_034161_,877.73µm
net2712,877.73µm
net7920,877.7µm
net792,877.32µm
net7858,877.27µm
net10007,877.06µm
net2610,876.93µm
_034160_,876.88µm
net7929,876.84µm
net2173,876.65µm
net3687,876.62µm
net2315,876.54µm
net1770,876.3µm
net1772,875.79µm
net3598,875.5µm
iram_s_araddr\[5\],874.72µm
net790,874.61µm
net2493,874.56µm
net1362,874.52µm
net1761,874.09µm
_060292_,873.88µm
_071238_,873.58µm
s10_rdata\[29\],873.49µm
u_npu.in_offset_addr\[9\],873.485µm
net529,873.35µm
net2174,873.25µm
_032166_,873.22µm
net1996,873.06µm
net548,873.04µm
net2486,872.44µm
net1360,872.08µm
_059700_,871.82µm
net2511,871.7µm
_048203_,871.56µm
net496,871.39µm
net2170,871.19µm
net1085,871.08µm
net2760,871.005µm
net2513,870.495µm
net2167,870.125µm
net2595,870.055µm
net8940,869.92µm
rom_m0_rdata\[22\],869.75µm
net1935,869.59µm
net2740,869.165µm
_034312_,869µm
net2281,868.975µm
net2484,868.9µm
_034166_,868.875µm
net2366,868.83µm
net507,868.59µm
net505,868.42µm
s9_rdata\[1\],868.1µm
net1392,867.88µm
net518,867.59µm
_034069_,867.47µm
_027580_,867.43µm
net1398,866.91µm
_036622_,866.18µm
net2535,866.17µm
u_npu.in_offset_addr\[10\],866.05µm
net7926,866.04µm
net555,865.86µm
_031308_,865.77µm
_034665_,865.75µm
_034608_,865.345µm
_032109_,865.1µm
net2000,865.01µm
_022278_,864.99µm
net2481,864.82µm
u_npu.out_offset_addr\[10\],864.25µm
u_npu.out_offset_addr\[11\],864.18µm
net8941,864.06µm
net562,863.83µm
data_axil_wdata\[9\],863.76µm
net2523,863.49µm
net1395,863.48µm
_061089_,863.47µm
net2427,862.72µm
data_axil_wdata\[5\],862.43µm
net594,862.3µm
net2436,861.58µm
net1991,861.175µm
net2717,861.02µm
_034274_,860.79µm
net662,860.57µm
net2675,860.355µm
u_npu.u_npu_sram.inr_a,860.285µm
net272,859.92µm
_032169_,859.66µm
net797,859.56µm
_022159_,859.41µm
net234,859.21µm
net2361,859.16µm
_030428_,859.06µm
net3722,859µm
_060101_,858.59µm
net2501,858.4µm
net1172,858µm
_034251_,857.95µm
net2421,857.84µm
_034563_,857.695µm
u_npu.class_sig\[1\],857.575µm
_074504_,857.52µm
_032106_,857.46µm
net2325,857.26µm
net2432,856.92µm
_034244_,856.61µm
net7667,856.18µm
net7951,855.81µm
data_axil_wdata\[4\],855.8µm
net119,855.76µm
net560,855.57µm
net2423,855.5µm
u_npu.out_offset_addr\[9\],855.42µm
net2683,855.22µm
net8293,853.9µm
net605,853.82µm
net570,853.705µm
_087831_,853.34µm
u_npu.u_npu_engine.rq_x\[6\],853.03µm
net2411,852.715µm
net2456,852.26µm
net7924,852.22µm
net2452,852.16µm
net1525,851.81µm
net8823,851.67µm
net2396,851.31µm
net2298,851.25µm
net3779,851.16µm
net2299,850.97µm
_032176_,850.4µm
net2499,850.06µm
net2418,850µm
_032211_,849.64µm
net3746,849.555µm
net2417,849.2µm
net2008,849.14µm
net2505,849.06µm
net2509,848.52µm
_039076_,848.09µm
u_npu.u_npu_engine.rq_scaled\[7\],847.82µm
_034084_,847.8µm
_032251_,847.68µm
s5_rdata\[31\],847.67µm
net2303,847.66µm
net2389,847.58µm
net2430,847.53µm
_032214_,847.34µm
net2429,847.2µm
net2419,847.18µm
rom_m0_rdata\[3\],847µm
net540,846.92µm
_032206_,846.78µm
net2854,846.265µm
net2172,846.22µm
_047807_,846.06µm
net1776,845.78µm
net3718,845.6µm
_032121_,845.555µm
net652,845.27µm
net2450,844.8µm
net6896,844.78µm
net1785,843.76µm
net2756,843.71µm
net2442,843.52µm
net7931,843.47µm
net3750,843.26µm
net3744,843.18µm
net8935,843.105µm
net3593,843.05µm
net135,842.99µm
net2454,842.98µm
net642,841.45µm
net2420,841.38µm
net3488,841.155µm
_026581_,841.08µm
net2744,840.64µm
net3438,839.97µm
net3720,839.88µm
net1260,839.32µm
net2448,839.22µm
net2483,838.98µm
_032124_,838.68µm
_059494_,838.675µm
_028609_,838.55µm
net2460,838.35µm
net1937,838.275µm
net8194,838.18µm
net2434,837.94µm
net3486,837.92µm
net11368,837.9µm
net580,837.84µm
_022199_,837.83µm
net3776,837.26µm
_032236_,837.19µm
net3773,837.18µm
net1980,837.16µm
net10997,837.02µm
net2738,836.62µm
_032226_,836.1µm
net3765,836.02µm
_034278_,835.9µm
net8837,835.41µm
net2422,835.4µm
u_npu.u_npu_engine.rq_scaled\[2\],835.33µm
net1173,835.2µm
net2720,834.55µm
net2316,834.41µm
net2515,834.26µm
u_npu.u_npu_engine.rq_scaled\[5\],834.16µm
net3716,834.14µm
net3777,833.88µm
_022022_,833.79µm
net3735,833.64µm
net2482,833.38µm
_032266_,833.23µm
net3740,832.94µm
data_axil_wdata\[22\],832.74µm
net2652,832.48µm
net2681,832.27µm
_028396_,831.82µm
net7102,831.66µm
_030397_,831.52µm
_033616_,831.42µm
net2536,831.34µm
net2503,831.14µm
clknet_7_125_0_clk_i_regs,831µm
net2711,830.98µm
net2414,830.66µm
net2644,830.65µm
net2464,830.38µm
net3728,830.26µm
_030971_,830.1µm
net1527,829.96µm
net3769,829.64µm
net3805,829.56µm
net799,829.51µm
net2296,829.395µm
net3768,829.39µm
net2771,829.36µm
s3_bresp\[1\],829.3µm
net133,829.24µm
net3714,829.06µm
_067653_,828.97µm
net218,828.7µm
_027553_,828.45µm
s5_bresp\[1\],828.39µm
net3708,828.14µm
net2470,828.02µm
rom_m0_rdata\[1\],827.88µm
_032229_,827.72µm
_080226_,827.37µm
_037955_,826.865µm
net7879,826.72µm
u_npu.u_npu_engine.rq_scaled\[4\],826.5µm
_032289_,825.76µm
net1423,825.74µm
_033631_,825.62µm
_059912_,825.6µm
net24174,825.38µm
_045413_,824.845µm
_028640_,824.82µm
net3605,824.76µm
_060362_,824.55µm
_032221_,824.34µm
clknet_7_88_0_clk_i_regs,823.66µm
_022624_,823.44µm
net6127,823.12µm
net2699,823.1µm
net2334,823.03µm
net7928,822.92µm
net7930,822.88µm
net8939,822.84µm
_082020_,822.785µm
net1653,822.36µm
net7925,822.25µm
net2475,821.84µm
_032244_,821.72µm
net3766,821.62µm
net3732,821.38µm
net806,821.26µm
s5_rdata\[3\],821.125µm
net8936,820.83µm
_059063_,820.68µm
_021891_,820.64µm
net2302,820.33µm
net3838,820.3µm
net1426,820.22µm
net1981,819.62µm
net10068,819.56µm
data_axil_wdata\[0\],819.4µm
net3784,818.58µm
_037942_,818.57µm
_045382_,818.29µm
net1040,817.28µm
net3713,817.26µm
net3724,816.98µm
_032286_,816.59µm
net1940,816.33µm
net3595,816.19µm
net3711,816.1µm
net3789,816µm
net3725,815.98µm
net2588,815.965µm
u_core.ex_stage_i.mult_i.op_b_i\[18\],815.64µm
u_uart2.rx_data_w\[2\],815.6µm
net3513,815.5µm
net8937,815.44µm
net3706,815.42µm
net3767,814.98µm
_071267_,814.5µm
net789,814.39µm
net3785,814.06µm
u_npu.u_npu_engine.rq_scaled\[6\],813.96µm
net8186,813.82µm
net3712,813.74µm
net981,813.63µm
s8_rdata\[9\],813.6µm
_013067_,813.56µm
_032281_,813.55µm
_032259_,813.52µm
net1529,813.47µm
_088632_,813.24µm
u_uart2.rx_data_w\[4\],813.2µm
net2647,813.18µm
_034291_,813.16µm
net3781,812.59µm
net730,812.44µm
_087947_,812.42µm
_034216_,812.165µm
net2623,812.14µm
net8938,812.04µm
net3764,811.88µm
net2534,811.85µm
_059708_,811.84µm
net3699,811.46µm
net3679,811.13µm
net3787,811.1µm
net1077,810.85µm
u_npu.u_npu_engine.rq_scaled\[1\],810.8µm
net606,810.72µm
net2650,810.54µm
net1801,810.51µm
_060107_,809.88µm
net3443,809.56µm
net993,808.995µm
net793,808.99µm
_032271_,808.58µm
net1361,808.55µm
net1993,808.52µm
_032274_,808.07µm
u_uart2.rx_data_w\[3\],807.89µm
net1455,807.76µm
net3696,807.62µm
net23091,807.51µm
net1086,807.07µm
net3803,806.88µm
_059913_,806.84µm
net3703,806.7µm
net3705,806.68µm
merged_m_araddr\[6\],806.55µm
net3702,806.48µm
net3704,806.48µm
u_npu.tcm_addr_a\[4\],806.34µm
net3775,806.1µm
net3731,805.64µm
net24438,805.38µm
net2649,805.16µm
_030402_,804.64µm
net2227,804.48µm
u_npu.in_offset_addr\[12\],804.35µm
_034227_,804.03µm
net3736,803.96µm
net1427,803.71µm
net1771,803.63µm
net1366,803.5µm
_021670_,803.22µm
net3791,803.18µm
net3778,802.84µm
net3797,801.98µm
net2700,801.82µm
net3772,801.54µm
_059115_,801.48µm
net3707,801.24µm
_032311_,801.16µm
net3695,801.14µm
net3780,801.1µm
net3723,801.02µm
net3741,800.98µm
net3759,800.92µm
_088334_,800.9µm
net3719,800.88µm
_032296_,800.78µm
net6073,800.68µm
net961,800.63µm
net3512,800.57µm
net1091,800.44µm
net6427,800.1µm
net7875,799.98µm
_034256_,799.595µm
net118,799.27µm
iram_s_wstrb\[3\],799.06µm
net2646,798.7µm
net3730,798.65µm
net3771,798.2µm
net3782,798.16µm
net746,797.88µm
_080232_,797.86µm
_022336_,797.73µm
net3770,797.5µm
_037138_,797.04µm
net574,796.31µm
net586,796.23µm
net3801,795.92µm
net2220,795.64µm
net3794,795.5µm
_071218_,795.31µm
net2648,794.88µm
net3710,794.76µm
u_uart2.rx_data_w\[1\],794.5µm
net3752,793.96µm
net3727,793.82µm
_034175_,793.35µm
_027638_,793.19µm
_032301_,793µm
net3733,792.96µm
net3774,792.76µm
net3498,792.72µm
net3604,792.49µm
net2357,792.45µm
net3743,792.06µm
_060266_,791.98µm
_028762_,791.76µm
net2838,791.72µm
u_npu.u_npu_engine.rq_scaled\[3\],791.5µm
net1681,791.44µm
net1184,791.12µm
net3795,791.08µm
_032304_,791.02µm
net3701,790.96µm
net3749,790.8µm
net3792,790.735µm
